"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"ATCODE";"ATOMS";"ATOMSE";"ATKIND";"HGROEPCODE";"RZVClaim";"SourceCode"
"0801";"0";0;"";L03AX14;HISTAMINE DIHYDROCHLORIDE;HISTAMINE DIHYDROCHLORIDE;"";L03AX;0;
"0801";"0";0;"";L03AX15;MIFAMURTIDE;MIFAMURTIDE;"";L03AX;0;
"0801";"0";0;"";L03AX16;PLERIXAFOR;PLERIXAFOR;"";L03AX;0;
"0801";"0";0;"";L03AX17;SIPULEUCEL-T;SIPULEUCEL-T;"";L03AX;0;
"0801";"0";0;"";L03AX18;CRIDANIMOD;CRIDANIMOD;"";L03AX;0;
"0801";"0";0;"";L03AX19;DASIPROTIMUT-T;DASIPROTIMUT-T;"";L03AX;0;
"0801";"0";0;"";L04;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSANTS;"";L;0;
"0801";"0";0;"";L04A;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSANTS;"";L04;0;
"0801";"0";0;"";L04AA;SELECTIEVE IMMUNOSUPPRESSIVA;SELECTIVE IMMUNOSUPPRESSANTS;"";L04A;0;
"0801";"0";0;"";L04AA02;MUROMONAB-CD3;MUROMONAB-CD3;"";L04AA;0;
"0801";"0";0;"";L04AA03;LYMFOCYTENIMMUNOGLOBULINE;ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE);"";L04AA;0;
"0801";"0";0;"";L04AA04;THYMOCYTENIMMUNOGLOBULINE;ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT);"";L04AA;0;
"0801";"0";0;"";L04AA06;MYCOFENOLZUUR;MYCOPHENOLIC ACID;"";L04AA;0;
"0801";"0";0;"";L04AA10;SIROLIMUS;SIROLIMUS;"";L04AA;0;
"0801";"0";0;"";L04AA13;LEFLUNOMIDE;LEFLUNOMIDE;"";L04AA;0;
"0801";"0";0;"";L04AA15;ALEFACEPT;ALEFACEPT;"";L04AA;0;
"0801";"0";0;"";L04AA18;EVEROLIMUS;EVEROLIMUS;"";L04AA;0;
"0801";"0";0;"";L04AA19;GUSPERIMUS;GUSPERIMUS;"";L04AA;0;
"0801";"0";0;"";L04AA21;EFALIZUMAB;EFALIZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA22;ABETIMUS;ABETIMUS;"";L04AA;0;
"0801";"0";0;"";L04AA23;NATALIZUMAB;NATALIZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA24;ABATACEPT;ABATACEPT;"";L04AA;0;
"0801";"0";0;"";L04AA25;ECULIZUMAB;ECULIZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA26;BELIMUMAB;BELIMUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA27;FINGOLIMOD;FINGOLIMOD;"";L04AA;0;
"0801";"0";0;"";L04AA28;BELATACEPT;BELATACEPT;"";L04AA;0;
"0801";"0";0;"";L04AA29;TOFACITINIB;TOFACITINIB;"";L04AA;0;
"0801";"0";0;"";L04AA31;TERIFLUNOMIDE;TERIFLUNOMIDE;"";L04AA;0;
"0801";"0";0;"";L04AA32;APREMILAST;APREMILAST;"";L04AA;0;
"0801";"0";0;"";L04AA33;VEDOLIZUMAB;VEDOLIZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA34;ALEMTUZUMAB;ALEMTUZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA35;BEGELOMAB;BEGELOMAB;"";L04AA;0;
"0801";"0";0;"";L04AB;TUMORNECROSEFACTOR-ALFA-ANTAGONISTEN;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;"";L04A;0;
"0801";"0";0;"";L04AB01;ETANERCEPT;ETANERCEPT;"";L04AB;0;
"0801";"0";0;"";L04AB02;INFLIXIMAB;INFLIXIMAB;"";L04AB;0;
"0801";"0";0;"";L04AB03;AFELIMOMAB;AFELIMOMAB;"";L04AB;0;
"0801";"0";0;"";L04AB04;ADALIMUMAB;ADALIMUMAB;"";L04AB;0;
"0801";"0";0;"";L04AB05;CERTOLIZUMAB PEGOL;CERTOLIZUMAB PEGOL;"";L04AB;0;
"0801";"0";0;"";L04AB06;GOLIMUMAB;GOLIMUMAB;"";L04AB;0;
"0801";"0";0;"";L04AC;INTERLEUKINEREMMERS;INTERLEUKIN INHIBITORS;"";L04A;0;
"0801";"0";0;"";L04AC01;DACLIZUMAB;DACLIZUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC02;BASILIXIMAB;BASILIXIMAB;"";L04AC;0;
"0801";"0";0;"";L04AC03;ANAKINRA;ANAKINRA;"";L04AC;0;
"0801";"0";0;"";L04AC04;RILONACEPT;RILONACEPT;"";L04AC;0;
"0801";"0";0;"";L04AC05;USTEKINUMAB;USTEKINUMAB;"";L04AC;0;
"0801";"1";1;"";L04AC06;MEPOLIZUMAB;MEPOLIZUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC07;TOCILIZUMAB;TOCILIZUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC08;CANAKINUMAB;CANAKINUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC09;BRIAKINUMAB;BRIAKINUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC10;SECUKINUMAB;SECUKINUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC11;SILTUXIMAB;SILTUXIMAB;"";L04AC;0;
"0801";"0";0;"";L04AC12;BRODALUMAB;BRODALUMAB;"";L04AC;0;
"0801";"0";0;"";L04AD;CALCINEURINEREMMERS;CALCINEURIN INHIBITORS;"";L04A;0;
"0801";"0";0;"";L04AD01;CICLOSPORINE;CICLOSPORIN;"";L04AD;0;
"0801";"0";0;"";L04AD02;TACROLIMUS;TACROLIMUS;"";L04AD;0;
"0801";"0";0;"";L04AD03;VOCLOSPORINE;VOCLOSPORIN;"";L04AD;0;
"0801";"0";0;"";L04AX;OVERIGE IMMUNOSUPPRESSIVA;OTHER IMMUNOSUPPRESSANTS;"";L04A;0;
"0801";"0";0;"";L04AX01;AZATHIOPRINE;AZATHIOPRINE;"";L04AX;0;
"0801";"0";0;"";L04AX02;THALIDOMIDE;THALIDOMIDE;"";L04AX;0;
"0801";"0";0;"";L04AX03;METHOTREXAAT;METHOTREXATE;"";L04AX;0;
"0801";"0";0;"";L04AX04;LENALIDOMIDE;LENALIDOMIDE;"";L04AX;0;
"0801";"0";0;"";L04AX05;PIRFENIDON;PIRFENIDONE;"";L04AX;0;
"0801";"0";0;"";L04AX06;POMALIDOMIDE;POMALIDOMIDE;"";L04AX;0;
"0801";"0";0;"";M;SKELETSPIERSTELSEL;MUSCULO-SKELETAL SYSTEM;"";"";0;
"0801";"0";0;"";M01;ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;"";M;0;
"0801";"0";0;"";M01A;NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;"";M01;0;
"0801";"0";0;"";M01AA;PYRAZOLINONDERIVATEN;BUTYLPYRAZOLIDINES;"";M01A;0;
"0801";"0";0;"";M01AA01;FENYLBUTAZON;PHENYLBUTAZONE;"";M01AA;0;
"0801";"0";0;"";M01AA02;MOFEBUTAZON;MOFEBUTAZONE;"";M01AA;0;
"0801";"0";0;"";M01AA03;OXYFENBUTAZON;OXYPHENBUTAZONE;"";M01AA;0;
"0801";"0";0;"";M01AA05;CLOFEZON;CLOFEZONE;"";M01AA;0;
"0801";"0";0;"";M01AA06;KEBUZON;KEBUZONE;"";M01AA;0;
"0801";"0";0;"";M01AB;AZIJNZUURDERIVATEN EN VERWANTE VERBINDINGEN;ACETIC ACID DERIVATIVES AND RELATED SUBSTANCES;"";M01A;0;
"0801";"0";0;"";M01AB01;INDOMETACINE;INDOMETACIN;"";M01AB;0;
"0801";"0";0;"";M01AB02;SULINDAC;SULINDAC;"";M01AB;0;
"0801";"0";0;"";M01AB03;TOLMETINE;TOLMETIN;"";M01AB;0;
"0801";"0";0;"";M01AB04;ZOMEPIRAC;ZOMEPIRAC;"";M01AB;0;
"0801";"0";0;"";M01AB05;DICLOFENAC;DICLOFENAC;"";M01AB;0;
"0801";"0";0;"";M01AB06;ALCLOFENAC;ALCLOFENAC;"";M01AB;0;
"0801";"0";0;"";M01AB07;BUMADIZON;BUMADIZONE;"";M01AB;0;
"0801";"0";0;"";M01AB08;ETODOLAC;ETODOLAC;"";M01AB;0;
"0801";"0";0;"";M01AB09;LONAZOLAC;LONAZOLAC;"";M01AB;0;
"0801";"0";0;"";M01AB10;FENTIAZAC;FENTIAZAC;"";M01AB;0;
"0801";"0";0;"";M01AB11;ACEMETACINE;ACEMETACIN;"";M01AB;0;
"0801";"0";0;"";M01AB12;DIFENPIRAMIDE;DIFENPIRAMIDE;"";M01AB;0;
"0801";"0";0;"";M01AB13;OXAMETACINE;OXAMETACIN;"";M01AB;0;
"0801";"0";0;"";M01AB14;PROGLUMETACINE;PROGLUMETACIN;"";M01AB;0;
"0801";"0";0;"";M01AB15;KETOROLAC;KETOROLAC;"";M01AB;0;
"0801";"0";0;"";M01AB16;ACECLOFENAC;ACECLOFENAC;"";M01AB;0;
"0801";"0";0;"";M01AB17;BUFEXAMAC;BUFEXAMAC;"";M01AB;0;
"0801";"0";0;"";M01AB51;INDOMETACINE, COMBINATIEPREPARATEN;INDOMETACIN, COMBINATIONS;"";M01AB;0;
"0801";"0";0;"";M01AB55;DICLOFENAC, COMBINATIEPREPARATEN;DICLOFENAC, COMBINATIONS;"";M01AB;0;
"0801";"0";0;"";M01AC;OXICAMDERIVATEN;OXICAMS;"";M01A;0;
"0801";"0";0;"";M01AC01;PIROXICAM;PIROXICAM;"";M01AC;0;
"0801";"0";0;"";M01AC02;TENOXICAM;TENOXICAM;"";M01AC;0;
"0801";"0";0;"";M01AC04;DROXICAM;DROXICAM;"";M01AC;0;
"0801";"0";0;"";M01AC05;LORNOXICAM;LORNOXICAM;"";M01AC;0;
"0801";"0";0;"";M01AC06;MELOXICAM;MELOXICAM;"";M01AC;0;
"0801";"0";0;"";M01AC56;MELOXICAM, COMBINATIEPREPARATEN;MELOXICAM, COMBINATIONS;"";M01AC;0;
"0801";"0";0;"";M01AE;PROPIONZUURDERIVATEN;PROPIONIC ACID DERIVATIVES;"";M01A;0;
"0801";"0";0;"";M01AE01;IBUPROFEN;IBUPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE02;NAPROXEN;NAPROXEN;"";M01AE;0;
"0801";"0";0;"";M01AE03;KETOPROFEN;KETOPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE04;FENOPROFEN;FENOPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE05;FENBUFEN;FENBUFEN;"";M01AE;0;
"0801";"0";0;"";M01AE06;BENOXAPROFEN;BENOXAPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE07;SUPROFEN;SUPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE08;PIRPROFEN;PIRPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE09;FLURBIPROFEN;FLURBIPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE10;INDOPROFEN;INDOPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE11;TIAPROFEENZUUR;TIAPROFENIC ACID;"";M01AE;0;
"0801";"0";0;"";M01AE12;OXAPROZINE;OXAPROZIN;"";M01AE;0;
"0801";"0";0;"";M01AE13;IBUPROXAM;IBUPROXAM;"";M01AE;0;
"0801";"0";0;"";M01AE14;DEXIBUPROFEN;DEXIBUPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE15;FLUNOXAPROFEN;FLUNOXAPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE16;ALMINOPROFEN;ALMINOPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE17;DEXKETOPROFEN;DEXKETOPROFEN;"";M01AE;0;
"0801";"0";0;"";M01AE18;NAPROXCINOD;NAPROXCINOD;"";M01AE;0;
"0801";"0";0;"";M01AE51;IBUPROFEN COMBINATIEPREPARATEN;IBUPROFEN, COMBINATIONS;"";M01AE;0;
"0801";"0";0;"";M01AE52;NAPROXEN MET ESOMEPRAZOL;NAPROXEN AND ESOMEPRAZOLE;"";M01AE;0;
"0801";"0";0;"";M01AE53;KETOPROFEN, COMBINATIEPREPARATEN;KETOPROFEN, COMBINATIONS;"";M01AE;0;
"0801";"0";0;"";M01AE56;NAPROXEN MET MISOPROSTOL;NAPROXEN AND MISOPROSTOL;"";M01AE;0;
"0801";"0";0;"";M01AG;FENAMATEN;FENAMATES;"";M01A;0;
"0801";"0";0;"";M01AG01;MEFENAMINEZUUR;MEFENAMIC ACID;"";M01AG;0;
"0801";"0";0;"";M01AG02;TOLFENAMINEZUUR;TOLFENAMIC ACID;"";M01AG;0;
"0801";"0";0;"";M01AG03;FLUFENAMINEZUUR;FLUFENAMIC ACID;"";M01AG;0;
"0801";"0";0;"";M01AG04;MECLOFENAMINEZUUR;MECLOFENAMIC ACID;"";M01AG;0;
"0801";"0";0;"";M01AH;COXIBS;COXIBS;"";M01A;0;
"0801";"0";0;"";M01AH01;CELECOXIB;CELECOXIB;"";M01AH;0;
"0801";"0";0;"";M01AH02;ROFECOXIB;ROFECOXIB;"";M01AH;0;
"0801";"0";0;"";M01AH03;VALDECOXIB;VALDECOXIB;"";M01AH;0;
"0801";"0";0;"";M01AH04;PARECOXIB;PARECOXIB;"";M01AH;0;
"0801";"0";0;"";M01AH05;ETORICOXIB;ETORICOXIB;"";M01AH;0;
"0801";"0";0;"";M01AH06;LUMIRACOXIB;LUMIRACOXIB;"";M01AH;0;
"0801";"0";0;"";M01AX;OVERIGE NIET-STEROIDE ANTIINFL./ANTIRHEUMATISCHE MIDDELEN;OTHER ANTIINFLAMMATORY AND ANTIRHEUMATIC AGENTS, NON-STEROIDS;"";M01A;0;
"0801";"0";0;"";M01AX01;NABUMETON;NABUMETONE;"";M01AX;0;
"0801";"0";0;"";M01AX02;NIFLUMINEZUUR;NIFLUMIC ACID;"";M01AX;0;
"0801";"0";0;"";M01AX04;AZAPROPAZON;AZAPROPAZONE;"";M01AX;0;
"0801";"0";0;"";M01AX05;GLUCOSAMINE;GLUCOSAMINE;"";M01AX;0;
"0801";"0";0;"";M01AX07;BENZYDAMINE;BENZYDAMINE;"";M01AX;0;
"0801";"0";0;"";M01AX12;GLUCOSAMINOGLYCANPOLYSULFAAT;GLUCOSAMINOGLYCAN POLYSULFATE;"";M01AX;0;
"0801";"0";0;"";M01AX13;PROQUAZON;PROQUAZONE;"";M01AX;0;
"0801";"0";0;"";M01AX14;ORGOTEINE;ORGOTEIN;"";M01AX;0;
"0801";"0";0;"";M01AX17;NIMESULIDE;NIMESULIDE;"";M01AX;0;
"0801";"0";0;"";M01AX18;FEPRAZON;FEPRAZONE;"";M01AX;0;
"0801";"0";0;"";M01AX21;DIACEREINE;DIACEREIN;"";M01AX;0;
"0801";"0";0;"";M01AX22;MORNIFLUMAAT;MORNIFLUMATE;"";M01AX;0;
"0801";"0";0;"";M01AX23;TENIDAP;TENIDAP;"";M01AX;0;
"0801";"0";0;"";M01AX24;OXACEPROL;OXACEPROL;"";M01AX;0;
"0801";"0";0;"";M01AX25;CHONDROITINEZWAVELZUUR;CHONDROITIN SULFATE;"";M01AX;0;
"0801";"0";0;"";M01AX26;AVOCADO MET SOJAOLIE, ONVERZEEPBAAR;AVOCADO AND SOYABEAN OIL, UNSAPONIFIABLES;"";M01AX;0;
"0801";"0";0;"";M01AX68;FEPRAZON, COMBINATIEPREPARATEN;FEPRAZONE, COMBINATIONS;"";M01AX;0;
"0801";"0";0;"";M01B;ANTI-INFLAMMATOIRE EN ANTIRHEUM. M., COMBINATIEPREPARATEN;ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION;"";M01;0;
"0801";"0";0;"";M01BA;ANTI-INFLAMMATOIRE EN ANTIRHEUM. M. MET CORTICOSTEROIDEN;ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH CORTICOSTEROIDS;"";M01B;0;
"0801";"0";0;"";M01BA01;FENYLBUTAZON MET CORTICOSTEROIDEN;PHENYLBUTAZONE AND CORTICOSTEROIDS;"";M01BA;0;
"0801";"0";0;"";M01BA02;DIPYROCETYL MET CORTICOSTEROIDEN;DIPYROCETYL AND CORTICOSTEROIDS;"";M01BA;0;
"0801";"0";0;"";M01BA03;ACETYLSALICYLZUUR MET CORTICOSTEROIDEN;ACETYLSALICYLIC ACID AND CORTICOSTEROIDS;"";M01BA;0;
"0801";"0";0;"";M01BX;ANTI-INFLAMMATOIRE MIDDELEN, OVERIGE COMBINATIEPREPARATEN;OTHER ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH OTHER DRUGS;"";M01B;0;
"0801";"0";0;"";M01C;ANTIRHEUMATICA IN ENGERE ZIN;SPECIFIC ANTIRHEUMATIC AGENTS;"";M01;0;
"0801";"0";0;"";M01CA;CHINOLINEDERIVATEN;QUINOLINES;"";M01C;0;
"0801";"0";0;"";M01CA03;OXYCINCHOFEEN;OXYCINCHOPHEN;"";M01CA;0;
"0801";"0";0;"";M01CB;GOUDPREPARATEN;GOLD PREPARATIONS;"";M01C;0;
"0801";"0";0;"";M01CB01;AUROTHIOBARNSTEENZUUR (DI-NA-ZOUT);SODIUM AUROTHIOMALATE;"";M01CB;0;
"0801";"0";0;"";M01CB02;AUROTHIOZWAVELZUUR (TRI-NA-ZOUT);SODIUM AUROTIOSULFATE;"";M01CB;0;
"0801";"0";0;"";M01CB03;AURANOFINE;AURANOFIN;"";M01CB;0;
"0801";"0";0;"";M01CB04;AUROTHIOGLUCOSE;AUROTHIOGLUCOSE;"";M01CB;0;
"0801";"0";0;"";M01CB05;AUROTIOPROL;AUROTIOPROL;"";M01CB;0;
"0801";"0";0;"";M01CC;PENICILLAMINE EN DAAROP LIJKENDE MIDDELEN;PENICILLAMINE AND SIMILAR AGENTS;"";M01C;0;
"0801";"0";0;"";M01CC01;PENICILLAMINE;PENICILLAMINE;"";M01CC;0;
"0801";"0";0;"";M01CC02;BUCILLAMINE;BUCILLAMINE;"";M01CC;0;
"0801";"0";0;"";M01CX;OVERIGE ANTIRHEUMATICA IN ENGERE ZIN;OTHER SPECIFIC ANTIRHEUMATIC AGENTS;"";M01C;0;
"0801";"0";0;"";M02;LOKALE ANTIRHEUMATICA;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;"";M;0;
"0801";"0";0;"";M02A;LOKALE ANTIRHEUMATICA;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;"";M02;0;
"0801";"0";0;"";M02AA;NIET-STEROIDE ANTI-INFLAMMATOIRE MIDDELEN, LOKALE;ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE;"";M02A;0;
"0801";"0";0;"";M02AA01;FENYLBUTAZON;PHENYLBUTAZONE;"";M02AA;0;
"0801";"0";0;"";M02AA02;MOFEBUTAZON;MOFEBUTAZONE;"";M02AA;0;
"0801";"0";0;"";M02AA03;CLOFEZON;CLOFEZONE;"";M02AA;0;
"0801";"0";0;"";M02AA04;OXYFENBUTAZON;OXYPHENBUTAZONE;"";M02AA;0;
"0801";"0";0;"";M02AA05;BENZYDAMINE;BENZYDAMINE;"";M02AA;0;
"0801";"0";0;"";M02AA06;ETOFENAMINEZUUR;ETOFENAMATE;"";M02AA;0;
"0801";"0";0;"";M02AA07;PIROXICAM;PIROXICAM;"";M02AA;0;
"0801";"0";0;"";M02AA08;FELBINAC;FELBINAC;"";M02AA;0;
"0801";"0";0;"";M02AA09;BUFEXAMAC;BUFEXAMAC;"";M02AA;0;
"0801";"0";0;"";M02AA10;KETOPROFEN;KETOPROFEN;"";M02AA;0;
"0801";"0";0;"";M02AA11;BENDAZAC;BENDAZAC;"";M02AA;0;
"0801";"0";0;"";M02AA12;NAPROXEN;NAPROXEN;"";M02AA;0;
"0801";"0";0;"";M02AA13;IBUPROFEN;IBUPROFEN;"";M02AA;0;
"0801";"0";0;"";M02AA14;FENTIAZAC;FENTIAZAC;"";M02AA;0;
"0801";"0";0;"";M02AA15;DICLOFENAC;DICLOFENAC;"";M02AA;0;
"0801";"0";0;"";M02AA16;FEPRAZON;FEPRAZONE;"";M02AA;0;
"0801";"0";0;"";M02AA17;NIFLUMINEZUUR;NIFLUMIC ACID;"";M02AA;0;
"0801";"0";0;"";M02AA18;MECLOFENAMINEZUUR;MECLOFENAMIC ACID;"";M02AA;0;
"0801";"0";0;"";M02AA19;FLURBIPROFEN;FLURBIPROFEN;"";M02AA;0;
"0801";"0";0;"";M02AA21;TOLMETINE;TOLMETIN;"";M02AA;0;
"0801";"0";0;"";M02AA22;SUXIBUZON;SUXIBUZONE;"";M02AA;0;
"0801";"0";0;"";M02AA23;INDOMETACINE;INDOMETACIN;"";M02AA;0;
"0801";"0";0;"";M02AA24;NIFENAZON;NIFENAZONE;"";M02AA;0;
"0801";"0";0;"";M02AA25;ACECLOFENAC;ACECLOFENAC;"";M02AA;0;
"0801";"0";0;"";M02AA26;NIMESULIDE;NIMESULIDE;"";M02AA;0;
"0801";"0";0;"";M02AA27;DEXKETOPROFEN;DEXKETOPROFEN;"";M02AA;0;
"0801";"0";0;"";M02AB;CAPSAICINE EN SOORTGELIJKE MIDDELEN;CAPSAICIN AND SIMILAR AGENTS;"";M02A;0;
"0801";"0";0;"";M02AB01;CAPSAICINE;CAPSAICIN;"";M02AB;0;
"0801";"0";0;"";M02AB02;ZUCAPSAICINE;ZUCAPSAICIN;"";M02AB;0;
"0801";"0";0;"";M02AC;PREPARATEN MET SALICYLZUURDERIVATEN;PREPARATIONS WITH SALICYLIC ACID DERIVATIVES;"";M02A;0;
"0801";"0";0;"";M02AX;OVERIGE LOKALE ANTIRHEUMATICA;OTHER TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;"";M02A;0;
"0801";"0";0;"";M02AX02;TOLAZOLINE;TOLAZOLINE;"";M02AX;0;
"0801";"0";0;"";M02AX03;DIMETHYLSULFOXIDE;DIMETHYL SULFOXIDE;"";M02AX;0;
"0801";"0";0;"";M02AX05;IDROCILAMIDE;IDROCILAMIDE;"";M02AX;0;
"0801";"0";0;"";M02AX06;TOLPERISON;TOLPERISONE;"";M02AX;0;
"0801";"0";0;"";M02AX10;DIVERSE MIDDELEN;VARIOUS;"";M02AX;0;
"0801";"0";0;"";M03;SPIERRELAXANTIA;MUSCLE RELAXANTS;"";M;0;
"0801";"0";0;"";M03A;PERIFEER WERKENDE SPIERRELAXANTIA;MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS;"";M03;0;
"0801";"0";0;"";M03AA;CURARE-ALKALOIDEN;CURARE ALKALOIDS;"";M03A;0;
"0801";"0";0;"";M03AA01;ALCURONIUM;ALCURONIUM;"";M03AA;0;
"0801";"0";0;"";M03AA02;TUBOCURARINE;TUBOCURARINE;"";M03AA;0;
"0801";"0";0;"";M03AA04;DIMETHYLTUBOCURARINE;DIMETHYLTUBOCURARINE;"";M03AA;0;
"0801";"0";0;"";M03AB;CHOLINEDERIVATEN;CHOLINE DERIVATIVES;"";M03A;0;
"0801";"0";0;"";M03AB01;SUXAMETHONIUM;SUXAMETHONIUM;"";M03AB;0;
"0801";"0";0;"";M03AC;OVERIGE KWATERNAIRE AMMONIUMVERBINDINGEN;OTHER QUATERNARY AMMONIUM COMPOUNDS;"";M03A;0;
"0801";"0";0;"";M03AC01;PANCURONIUM;PANCURONIUM;"";M03AC;0;
"0801";"0";0;"";M03AC02;GALLAMINE;GALLAMINE;"";M03AC;0;
"0801";"0";0;"";M03AC03;VECURONIUM;VECURONIUM;"";M03AC;0;
"0801";"0";0;"";M03AC04;ATRACURIUM;ATRACURIUM;"";M03AC;0;
"0801";"0";0;"";M03AC05;HEXAFLURONIUM;HEXAFLURONIUM;"";M03AC;0;
"0801";"0";0;"";M03AC06;PIPECURONIUM;PIPECURONIUM BROMIDE;"";M03AC;0;
"0801";"0";0;"";M03AC07;DOXACURIUM;DOXACURIUM CHLORIDE;"";M03AC;0;
"0801";"0";0;"";M03AC08;FAZADINIUM;FAZADINIUM BROMIDE;"";M03AC;0;
"0801";"0";0;"";M03AC09;ROCURONIUM;ROCURONIUM BROMIDE;"";M03AC;0;
"0801";"0";0;"";M03AC10;MIVACURIUM;MIVACURIUM CHLORIDE;"";M03AC;0;
"0801";"0";0;"";M03AC11;CISATRACURIUM;CISATRACURIUM;"";M03AC;0;
"0801";"0";0;"";M03AX;OVERIGE PERIFEER WERKENDE SPIERRELAXANTIA;OTHER MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS;"";M03A;0;
"0801";"0";0;"";M03AX01;BOTULINE TOXINE;BOTULINUM TOXIN;"";M03AX;0;
"0801";"0";0;"";M03B;CENTRAAL WERKENDE SPIERRELAXANTIA;MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS;"";M03;0;
"0801";"0";0;"";M03BA;CARBAMINEZUURESTERS;CARBAMIC ACID ESTERS;"";M03B;0;
"0801";"0";0;"";M03BA01;FENPROBAMAAT;PHENPROBAMATE;"";M03BA;0;
"0801";"0";0;"";M03BA02;CARISOPRODOL;CARISOPRODOL;"";M03BA;0;
"0801";"0";0;"";M03BA03;METHOCARBAMOL;METHOCARBAMOL;"";M03BA;0;
"0801";"0";0;"";M03BA04;STYRAMAAT;STYRAMATE;"";M03BA;0;
"0801";"0";0;"";M03BA05;FEBARBAMAAT;FEBARBAMATE;"";M03BA;0;
"0801";"0";0;"";M03BA51;FENPROBAMAAT, COMBINATIEPREPARATEN EXCL PSYCHOLEPTICA;PHENPROBAMATE, COMBINATIONS EXCL. PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BA52;CARISOPRODOL, COMBINATIEPREPARATEN EXCL PSYCHOLEPTICA;CARISOPRODOL, COMBINATIONS EXCL. PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BA53;METHOCARBAMOL, COMBINATIEPREPARATEN EXCL PSYCHOLEPTICA;METHOCARBAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BA71;FENPROBAMAAT, COMBINATIEPREPARATEN MET PSYCHOLEPTICA;PHENPROBAMATE, COMBINATIONS WITH PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BA72;CARISOPRODOL, COMBINATIEPREPARATEN MET PSYCHOLEPTICA;CARISOPRODOL, COMBINATIONS WITH PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BA73;METHOCARBAMOL, COMBINATIEPREPARATEN MET PSYCHOLEPTICA;METHOCARBAMOL, COMBINATIONS WITH PSYCHOLEPTICS;"";M03BA;0;
"0801";"0";0;"";M03BB;OXAZOOL-, THIAZINE-, TRIAZINEDERIVATEN;OXAZOL, THIAZINE, AND TRIAZINE DERIVATIVES;"";M03B;0;
"0801";"0";0;"";M03BB02;CHLOORMEZANON;CHLORMEZANONE;"";M03BB;0;
"0801";"0";0;"";M03BB03;CHLOORZOXAZON;CHLORZOXAZONE;"";M03BB;0;
"0801";"0";0;"";M03BB52;CHLOORMEZANON, COMBINATIEPREPARATEN EXCL PSYCHOLEPTICA;CHLORMEZANONE, COMBINATIONS EXCL. PSYCHOLEPTICS;"";M03BB;0;
"0801";"0";0;"";M03BB53;CHLOORZOXAZON, COMBINATIEPREPARATEN EXCL PSYCHOLEPTICA;CHLORZOXAZONE, COMBINATIONS EXCL. PSYCHOLEPTICS;"";M03BB;0;
